downtime_id,batch_id,machine_id,production_date,start_ts,end_ts,duration_minutes,reported_duration_minutes,reported_reason_code,reported_reason_label,true_reason_code,true_reason_label,was_logged
D1a2181bb0b7a-0,B1a2181bb0b7a,2,2022-08-19,2022-08-19 02:41:56.999248591,2022-08-19 02:43:36.999248590,1.67,1.67,01,Changeover / SMED,01,Changeover / SMED,False
D8eb5b7b10179-0,B8eb5b7b10179,1,2022-08-20,2022-08-20 02:00:00.000000000,2022-08-20 02:00:56.215717203,0.94,0.94,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-1,B8eb5b7b10179,1,2022-08-20,2022-08-20 02:00:56.215717203,2022-08-20 02:02:16.535387136,1.34,1.34,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-2,B8eb5b7b10179,1,2022-08-20,2022-08-20 02:02:16.535387137,2022-08-20 02:03:15.958631520,0.99,0.99,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-3,B8eb5b7b10179,1,2022-08-20,2022-08-20 02:03:15.958631520,2022-08-20 02:03:56.758748612,0.68,0.68,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-4,B8eb5b7b10179,1,2022-08-20,2022-08-20 02:03:56.758748613,2022-08-20 02:04:59.916868675,1.05,1.05,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-5,B8eb5b7b10179,1,2022-08-20,2022-08-20 02:04:59.916868675,2022-08-20 02:07:26.904140028,2.45,2.45,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-6,B8eb5b7b10179,1,2022-08-20,2022-08-20 02:07:26.904140029,2022-08-20 02:08:46.904803872,1.33,1.33,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-7,B8eb5b7b10179,1,2022-08-20,2022-08-20 02:08:46.904803872,2022-08-20 02:10:20.965819740,1.57,1.57,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-8,B8eb5b7b10179,1,2022-08-20,2022-08-20 02:10:20.965819740,2022-08-20 02:11:29.622072272,1.14,1.14,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-9,B8eb5b7b10179,1,2022-08-20,2022-08-20 02:11:29.622072273,2022-08-20 02:13:51.270158087,2.36,2.36,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-10,B8eb5b7b10179,1,2022-08-20,2022-08-20 02:13:51.270158088,2022-08-20 02:15:13.951447096,1.38,1.38,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-11,B8eb5b7b10179,1,2022-08-20,2022-08-20 02:15:13.951447096,2022-08-20 02:15:55.123115304,0.69,0.69,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-12,B8eb5b7b10179,1,2022-08-20,2022-08-20 02:15:55.123115305,2022-08-20 02:16:55.878777893,1.01,1.01,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-13,B8eb5b7b10179,1,2022-08-20,2022-08-20 02:16:55.878777894,2022-08-20 02:17:42.950051498,0.78,0.78,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-14,B8eb5b7b10179,1,2022-08-20,2022-08-20 02:17:42.950051498,2022-08-20 02:18:53.349508031,1.17,1.17,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-15,B8eb5b7b10179,1,2022-08-20,2022-08-20 02:18:53.349508031,2022-08-20 03:05:23.182250072,46.5,45.0,02,Mechanical / Technical,02,Mechanical / Technical,True
D8eb5b7b10179-16,B8eb5b7b10179,1,2022-08-20,2022-08-20 03:05:23.182250073,2022-08-20 03:06:09.885656667,0.78,0.78,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-17,B8eb5b7b10179,1,2022-08-20,2022-08-20 03:06:09.885656667,2022-08-20 03:08:00.728720328,1.85,1.85,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-18,B8eb5b7b10179,1,2022-08-20,2022-08-20 03:08:00.728720328,2022-08-20 03:08:39.960132700,0.65,0.65,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-19,B8eb5b7b10179,1,2022-08-20,2022-08-20 03:08:39.960132701,2022-08-20 03:09:43.826648326,1.06,1.06,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-20,B8eb5b7b10179,1,2022-08-20,2022-08-20 03:09:43.826648326,2022-08-20 03:10:50.405268306,1.11,1.11,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-21,B8eb5b7b10179,1,2022-08-20,2022-08-20 03:10:50.405268307,2022-08-20 03:12:31.896056360,1.69,1.69,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-22,B8eb5b7b10179,1,2022-08-20,2022-08-20 03:12:31.896056360,2022-08-20 03:14:09.442370070,1.63,1.63,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-23,B8eb5b7b10179,1,2022-08-20,2022-08-20 03:14:09.442370071,2022-08-20 03:15:02.619160476,0.89,0.89,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-24,B8eb5b7b10179,1,2022-08-20,2022-08-20 03:15:02.619160476,2022-08-20 03:16:24.866682989,1.37,1.37,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-25,B8eb5b7b10179,1,2022-08-20,2022-08-20 03:16:24.866682990,2022-08-20 03:18:04.097890799,1.65,1.65,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-26,B8eb5b7b10179,1,2022-08-20,2022-08-20 03:18:04.097890799,2022-08-20 03:20:10.646763063,2.11,2.11,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-27,B8eb5b7b10179,1,2022-08-20,2022-08-20 03:20:10.646763064,2022-08-20 03:20:31.779163540,0.35,0.35,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8eb5b7b10179-28,B8eb5b7b10179,1,2022-08-20,2022-08-20 03:20:31.779163540,2022-08-20 03:22:54.749470707,2.38,2.38,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D19309593d267-0,B19309593d267,2,2022-08-20,2022-08-20 02:47:03.529411764,2022-08-20 02:47:21.529411764,0.3,0.3,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D19309593d267-1,B19309593d267,2,2022-08-20,2022-08-20 02:47:21.529411764,2022-08-20 02:52:43.668737443,5.37,5.0,99,Other,01,Changeover / SMED,True
D19309593d267-2,B19309593d267,2,2022-08-20,2022-08-20 02:52:43.668737443,2022-08-20 02:54:35.298124504,1.86,1.86,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D7a69f1c8cfb7-0,B7a69f1c8cfb7,1,2022-08-20,2022-08-20 15:24:42.352941176,2022-08-20 15:25:55.113031470,1.21,1.21,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D7a69f1c8cfb7-1,B7a69f1c8cfb7,1,2022-08-20,2022-08-20 15:25:55.113031470,2022-08-20 15:33:51.704169092,7.94,10.0,99,Other,01,Changeover / SMED,True
D7a69f1c8cfb7-2,B7a69f1c8cfb7,1,2022-08-20,2022-08-20 15:33:51.704169093,2022-08-20 15:34:28.467048613,0.61,0.61,06,Micro-stop (never logged),06,Micro-stop (never logged),False
De1aad5e7c65c-0,Be1aad5e7c65c,1,2022-08-20,2022-08-20 17:20:00.000000000,2022-08-20 17:20:40.925715937,0.68,0.68,06,Micro-stop (never logged),06,Micro-stop (never logged),False
De1aad5e7c65c-1,Be1aad5e7c65c,1,2022-08-20,2022-08-20 17:20:40.925715937,2022-08-20 17:30:44.366738839,10.06,10.0,01,Changeover / SMED,01,Changeover / SMED,True
De1aad5e7c65c-2,Be1aad5e7c65c,1,2022-08-20,2022-08-20 17:30:44.366738839,2022-08-20 17:31:52.499248183,1.14,1.14,06,Micro-stop (never logged),06,Micro-stop (never logged),False
De14bde80fcb7-0,Be14bde80fcb7,2,2022-08-20,2022-08-20 03:38:18.053449593,2022-08-20 03:46:10.851028236,7.88,10.0,99,Other,01,Changeover / SMED,True
D89981317f2a9-0,B89981317f2a9,1,2022-08-20,2022-08-20 19:05:05.882352941,2022-08-20 19:06:22.979829592,1.28,1.28,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D89981317f2a9-1,B89981317f2a9,1,2022-08-20,2022-08-20 19:06:22.979829592,2022-08-20 19:20:26.241419349,14.05,15.0,01,Changeover / SMED,01,Changeover / SMED,True
D89981317f2a9-2,B89981317f2a9,1,2022-08-20,2022-08-20 19:20:26.241419350,2022-08-20 19:20:44.241419350,0.3,0.3,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D89981317f2a9-3,B89981317f2a9,1,2022-08-20,2022-08-20 19:20:44.241419350,2022-08-20 19:21:56.822790223,1.21,1.21,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D409b3b82cabc-0,B409b3b82cabc,1,2022-08-20,2022-08-20 22:04:58.039215686,2022-08-20 22:13:53.906267627,8.93,10.0,01,Changeover / SMED,01,Changeover / SMED,True
D409b3b82cabc-1,B409b3b82cabc,1,2022-08-20,2022-08-20 22:13:53.906267627,2022-08-20 22:15:04.798553686,1.18,1.18,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D02883153aa33-0,B02883153aa33,2,2022-08-20,2022-08-20 03:52:27.729274664,2022-08-20 03:54:40.615353086,2.21,2.21,01,Changeover / SMED,01,Changeover / SMED,False
D02883153aa33-1,B02883153aa33,2,2022-08-20,2022-08-20 03:54:40.615353086,2022-08-20 03:54:43.274412853,0.04,0.04,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D02883153aa33-2,B02883153aa33,2,2022-08-20,2022-08-20 03:54:43.274412853,2022-08-20 03:54:57.729274663,0.24,0.24,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D42c78e7fbc13-0,B42c78e7fbc13,1,2022-08-20,2022-08-20 22:36:45.490196078,2022-08-20 22:37:43.717822735,0.97,0.97,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D42c78e7fbc13-1,B42c78e7fbc13,1,2022-08-20,2022-08-20 22:37:43.717822735,2022-08-20 22:39:01.854545989,1.3,1.3,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D42c78e7fbc13-2,B42c78e7fbc13,1,2022-08-20,2022-08-20 22:39:01.854545989,2022-08-20 22:39:57.253975346,0.92,0.92,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D42c78e7fbc13-3,B42c78e7fbc13,1,2022-08-20,2022-08-20 22:39:57.253975347,2022-08-20 22:41:09.872664574,1.21,1.21,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D42c78e7fbc13-4,B42c78e7fbc13,1,2022-08-20,2022-08-20 22:41:09.872664574,2022-08-20 22:44:09.872664574,3.0,5.0,01,Changeover / SMED,01,Changeover / SMED,True
D125f66f095cb-0,B125f66f095cb,2,2022-08-20,2022-08-20 03:55:24.199862899,2022-08-20 04:02:07.533818661,6.72,5.0,01,Changeover / SMED,01,Changeover / SMED,True
D9668800fec1d-0,B9668800fec1d,1,2022-08-20,2022-08-21 01:01:03.672378661,2022-08-21 01:02:12.636799968,1.15,1.15,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D9668800fec1d-1,B9668800fec1d,1,2022-08-20,2022-08-21 01:02:12.636799968,2022-08-21 01:05:12.636799968,3.0,5.0,99,Other,01,Changeover / SMED,True
Da935224cfc11-0,Ba935224cfc11,2,2022-08-20,2022-08-20 04:03:18.710399090,2022-08-20 04:07:37.045287216,4.31,5.0,01,Changeover / SMED,01,Changeover / SMED,True
D7882ce0ea430-0,B7882ce0ea430,1,2022-08-20,2022-08-21 02:53:17.814076226,2022-08-21 02:54:19.221939543,1.02,1.02,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D7882ce0ea430-1,B7882ce0ea430,1,2022-08-20,2022-08-21 02:54:19.221939543,2022-08-21 02:57:19.221939543,3.0,5.0,01,Changeover / SMED,01,Changeover / SMED,True
D65926bb0c814-0,B65926bb0c814,1,2022-08-20,2022-08-21 03:08:32.841107650,2022-08-21 03:12:32.041024380,3.99,5.0,99,Other,01,Changeover / SMED,True
Dc455794f5517-0,Bc455794f5517,1,2022-08-20,2022-08-21 04:12:51.879028057,2022-08-21 04:14:52.386795584,2.01,2.01,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Dc455794f5517-1,Bc455794f5517,1,2022-08-20,2022-08-21 04:14:52.386795584,2022-08-21 04:15:38.528405598,0.77,0.77,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Dc455794f5517-2,Bc455794f5517,1,2022-08-20,2022-08-21 04:15:38.528405598,2022-08-21 04:29:42.496799558,14.07,15.0,99,Other,01,Changeover / SMED,True
Dc455794f5517-3,Bc455794f5517,1,2022-08-20,2022-08-21 04:29:42.496799558,2022-08-21 04:31:10.849276731,1.47,1.47,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D387ba5819f6a-0,B387ba5819f6a,1,2022-08-20,2022-08-21 04:48:25.304546444,2022-08-21 04:56:10.317242729,7.75,10.0,99,Other,01,Changeover / SMED,True
D5f99180e9424-0,B5f99180e9424,2,2022-08-20,2022-08-20 04:08:22.633796886,2022-08-20 04:12:27.078618560,4.07,5.0,01,Changeover / SMED,01,Changeover / SMED,True
Dd13969982377-0,Bd13969982377,1,2022-08-20,2022-08-21 05:00:14.818937338,2022-08-21 05:01:27.669700354,1.21,1.21,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Dd13969982377-1,Bd13969982377,1,2022-08-20,2022-08-21 05:01:27.669700354,2022-08-21 05:03:28.336693559,2.01,2.01,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Dd13969982377-2,Bd13969982377,1,2022-08-20,2022-08-21 05:03:28.336693559,2022-08-21 05:10:29.669061483,7.02,5.0,99,Other,01,Changeover / SMED,True
Dd13969982377-3,Bd13969982377,1,2022-08-20,2022-08-21 05:10:29.669061484,2022-08-21 05:11:47.189334231,1.29,1.29,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D930fafd56e3a-0,B930fafd56e3a,2,2022-08-20,2022-08-20 04:13:10.215940032,2022-08-20 04:16:50.216279538,3.67,5.0,01,Changeover / SMED,01,Changeover / SMED,True
D35db11c92c37-0,B35db11c92c37,2,2022-08-20,2022-08-20 04:17:29.039868864,2022-08-20 04:20:56.817967286,3.46,5.0,01,Changeover / SMED,01,Changeover / SMED,True
D97d0af64f84e-0,B97d0af64f84e,1,2022-08-20,2022-08-21 06:19:43.446388319,2022-08-21 06:20:47.277764013,1.06,1.06,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D97d0af64f84e-1,B97d0af64f84e,1,2022-08-20,2022-08-21 06:20:47.277764013,2022-08-21 06:22:01.502183072,1.24,1.24,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D97d0af64f84e-2,B97d0af64f84e,1,2022-08-20,2022-08-21 06:22:01.502183073,2022-08-21 06:31:47.003784031,9.76,10.0,99,Other,01,Changeover / SMED,True
D483acf57b991-0,B483acf57b991,1,2022-08-20,2022-08-21 06:51:30.968017660,2022-08-21 07:01:20.581969336,9.83,10.0,01,Changeover / SMED,01,Changeover / SMED,True
D812f8116eb2d-0,B812f8116eb2d,1,2022-08-20,2022-08-21 07:23:18.489647001,2022-08-21 07:34:26.423709984,11.13,10.0,01,Changeover / SMED,01,Changeover / SMED,True
D3a6005ac553f-0,B3a6005ac553f,1,2022-08-20,2022-08-21 07:53:06.791174509,2022-08-21 07:53:30.825334931,0.4,0.4,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D3a6005ac553f-1,B3a6005ac553f,1,2022-08-20,2022-08-21 07:53:30.825334931,2022-08-21 07:59:40.514164875,6.16,6.16,99,Other,01,Changeover / SMED,True
D265c697edd76-0,B265c697edd76,2,2022-08-20,2022-08-20 04:21:33.484690538,2022-08-20 04:24:33.484690538,3.0,5.0,01,Changeover / SMED,01,Changeover / SMED,True
D9c517603577e-0,B9c517603577e,1,2022-08-22,2022-08-22 02:00:00.000000000,2022-08-22 02:01:32.516593198,1.54,1.54,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D9c517603577e-1,B9c517603577e,1,2022-08-22,2022-08-22 02:01:32.516593198,2022-08-22 02:03:07.028907583,1.58,1.58,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D9c517603577e-2,B9c517603577e,1,2022-08-22,2022-08-22 02:03:07.028907584,2022-08-22 02:03:25.028907584,0.3,0.3,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D9c517603577e-3,B9c517603577e,1,2022-08-22,2022-08-22 02:03:25.028907584,2022-08-22 02:04:20.386643827,0.92,0.92,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D9c517603577e-4,B9c517603577e,1,2022-08-22,2022-08-22 02:04:20.386643827,2022-08-22 02:05:53.795046062,1.56,1.56,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D9c517603577e-5,B9c517603577e,1,2022-08-22,2022-08-22 02:05:53.795046063,2022-08-22 02:07:13.491229846,1.33,1.33,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D9c517603577e-6,B9c517603577e,1,2022-08-22,2022-08-22 02:07:13.491229846,2022-08-22 02:17:13.491229846,10.0,10.0,99,Other,02,Mechanical / Technical,True
D9c517603577e-7,B9c517603577e,1,2022-08-22,2022-08-22 02:17:13.491229846,2022-08-22 02:18:16.558503850,1.05,1.05,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D9c517603577e-8,B9c517603577e,1,2022-08-22,2022-08-22 02:18:16.558503851,2022-08-22 02:20:12.201177864,1.93,1.93,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D9c517603577e-9,B9c517603577e,1,2022-08-22,2022-08-22 02:20:12.201177864,2022-08-22 02:21:32.896382445,1.34,1.34,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D9c517603577e-10,B9c517603577e,1,2022-08-22,2022-08-22 02:21:32.896382445,2022-08-22 02:22:18.478660517,0.76,0.76,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D9c517603577e-11,B9c517603577e,1,2022-08-22,2022-08-22 02:22:18.478660517,2022-08-22 02:23:47.333185357,1.48,1.48,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D9c517603577e-12,B9c517603577e,1,2022-08-22,2022-08-22 02:23:47.333185358,2022-08-22 02:25:43.997544565,1.94,1.94,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D4ceb90dedf72-0,B4ceb90dedf72,2,2022-08-22,2022-08-22 02:13:43.529411764,2022-08-22 02:16:43.529411764,3.0,5.0,01,Changeover / SMED,01,Changeover / SMED,True
De24aa95b443e-0,Be24aa95b443e,1,2022-08-22,2022-08-22 06:50:58.823529411,2022-08-22 06:51:57.811217561,0.98,0.98,06,Micro-stop (never logged),06,Micro-stop (never logged),False
De24aa95b443e-1,Be24aa95b443e,1,2022-08-22,2022-08-22 06:51:57.811217561,2022-08-22 06:59:31.989008533,7.57,10.0,01,Changeover / SMED,01,Changeover / SMED,True
D15666375c587-0,B15666375c587,1,2022-08-22,2022-08-22 07:30:11.764705882,2022-08-22 07:37:14.681871133,7.05,7.05,99,Other,01,Changeover / SMED,True
D7c26c51fb2de-0,B7c26c51fb2de,1,2022-08-22,2022-08-22 08:09:24.705882352,2022-08-22 08:15:56.646226817,6.53,5.0,99,Other,01,Changeover / SMED,True
D98ffafd530b1-0,B98ffafd530b1,2,2022-08-22,2022-08-22 02:30:11.769281066,2022-08-22 02:31:10.102614399,0.97,0.97,01,Changeover / SMED,01,Changeover / SMED,False
D839a0b71be65-0,B839a0b71be65,1,2022-08-22,2022-08-22 08:26:08.627450980,2022-08-22 08:27:16.643231426,1.13,1.13,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D839a0b71be65-1,B839a0b71be65,1,2022-08-22,2022-08-22 08:27:16.643231426,2022-08-22 08:35:59.970711564,8.72,8.72,99,Other,01,Changeover / SMED,True
D839a0b71be65-2,B839a0b71be65,1,2022-08-22,2022-08-22 08:35:59.970711565,2022-08-22 08:37:22.195498625,1.37,1.37,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D839a0b71be65-3,B839a0b71be65,1,2022-08-22,2022-08-22 08:37:22.195498625,2022-08-22 08:37:55.910242454,0.56,0.56,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D839a0b71be65-4,B839a0b71be65,1,2022-08-22,2022-08-22 08:37:55.910242455,2022-08-22 08:39:47.191441897,1.85,1.85,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Dc0d1a384d966-0,Bc0d1a384d966,2,2022-08-22,2022-08-22 02:31:20.396732047,2022-08-22 02:33:47.063625051,2.44,2.44,01,Changeover / SMED,01,Changeover / SMED,False
D6194b3f52dc6-0,B6194b3f52dc6,1,2022-08-22,2022-08-22 09:22:15.698299762,2022-08-22 09:29:18.543176676,7.05,5.0,01,Changeover / SMED,01,Changeover / SMED,True
D67f034cbd625-0,B67f034cbd625,1,2022-08-22,2022-08-22 10:06:21.253966663,2022-08-22 10:08:28.035261777,2.11,2.11,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D67f034cbd625-1,B67f034cbd625,1,2022-08-22,2022-08-22 10:08:28.035261777,2022-08-22 10:09:57.560181736,1.49,1.49,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D67f034cbd625-2,B67f034cbd625,1,2022-08-22,2022-08-22 10:09:57.560181737,2022-08-22 10:11:30.637249360,1.55,1.55,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D67f034cbd625-3,B67f034cbd625,1,2022-08-22,2022-08-22 10:11:30.637249361,2022-08-22 10:22:17.775439189,10.79,10.0,01,Changeover / SMED,01,Changeover / SMED,True
D67f034cbd625-4,B67f034cbd625,1,2022-08-22,2022-08-22 10:22:17.775439190,2022-08-22 10:22:47.698484756,0.5,0.5,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D3177267db540-0,B3177267db540,1,2022-08-22,2022-08-22 10:48:11.057888231,2022-08-22 10:55:40.685494779,7.49,5.0,01,Changeover / SMED,01,Changeover / SMED,True
D3177267db540-1,B3177267db540,1,2022-08-22,2022-08-22 10:55:40.685494779,2022-08-22 10:56:34.273138830,0.89,0.89,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D3177267db540-2,B3177267db540,1,2022-08-22,2022-08-22 10:56:34.273138830,2022-08-22 10:57:40.891674583,1.11,1.11,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D58514c687860-0,B58514c687860,1,2022-08-22,2022-08-22 11:30:00.861809800,2022-08-22 11:41:57.541380596,11.94,11.94,01,Changeover / SMED,01,Changeover / SMED,True
D58514c687860-1,B58514c687860,1,2022-08-22,2022-08-22 11:41:57.541380596,2022-08-22 11:42:26.911515189,0.49,0.49,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8909ab5d29f5-0,B8909ab5d29f5,2,2022-08-22,2022-08-22 02:34:12.946017934,2022-08-22 02:36:15.168428771,2.04,2.04,01,Changeover / SMED,01,Changeover / SMED,False
D811995ba9835-0,B811995ba9835,1,2022-08-22,2022-08-22 11:49:53.062828138,2022-08-22 11:53:01.310873396,3.14,5.0,01,Changeover / SMED,01,Changeover / SMED,True
Dc7d81f729cfc-0,Bc7d81f729cfc,1,2022-08-22,2022-08-22 12:27:31.886357550,2022-08-22 12:35:56.495920571,8.41,8.41,01,Changeover / SMED,01,Changeover / SMED,True
Dd16840752ac4-0,Bd16840752ac4,1,2022-08-22,2022-08-22 12:40:51.920926945,2022-08-22 12:52:49.220213232,11.95,10.0,99,Other,01,Changeover / SMED,True
D85c2e658d04f-0,B85c2e658d04f,2,2022-08-22,2022-08-22 02:36:36.737089507,2022-08-22 02:38:02.292777092,1.43,1.43,01,Changeover / SMED,01,Changeover / SMED,False
D160009cce0e4-0,B160009cce0e4,2,2022-08-22,2022-08-22 02:38:17.390839609,2022-08-22 02:39:44.057773766,1.44,1.44,01,Changeover / SMED,01,Changeover / SMED,False
D7440df73fd19-0,B7440df73fd19,1,2022-08-23,2022-08-23 02:00:00.000000000,2022-08-23 02:01:17.814239360,1.3,1.3,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D7440df73fd19-1,B7440df73fd19,1,2022-08-23,2022-08-23 02:01:17.814239360,2022-08-23 02:01:56.294844487,0.64,0.64,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D7440df73fd19-2,B7440df73fd19,1,2022-08-23,2022-08-23 02:01:56.294844488,2022-08-23 02:03:14.563513264,1.3,1.3,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D7440df73fd19-3,B7440df73fd19,1,2022-08-23,2022-08-23 02:03:14.563513264,2022-08-23 02:04:22.722224827,1.14,1.14,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D7440df73fd19-4,B7440df73fd19,1,2022-08-23,2022-08-23 02:04:22.722224828,2022-08-23 02:05:33.656303759,1.18,1.18,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D17c42752f31d-0,B17c42752f31d,1,2022-08-23,2022-08-23 05:41:10.588235294,2022-08-23 05:42:39.962901392,1.49,1.49,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D17c42752f31d-1,B17c42752f31d,1,2022-08-23,2022-08-23 05:42:39.962901392,2022-08-23 05:44:38.204239268,1.97,1.97,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D17c42752f31d-2,B17c42752f31d,1,2022-08-23,2022-08-23 05:44:38.204239269,2022-08-23 05:58:03.195136056,13.42,15.0,99,Other,01,Changeover / SMED,True
D256717380c3b-0,B256717380c3b,2,2022-08-23,2022-08-23 02:13:57.258778158,2022-08-23 02:17:58.474615494,4.02,5.0,99,Other,01,Changeover / SMED,True
De3f45843a542-0,Be3f45843a542,1,2022-08-23,2022-08-23 06:33:43.529411764,2022-08-23 06:34:52.153173828,1.14,1.14,06,Micro-stop (never logged),06,Micro-stop (never logged),False
De3f45843a542-1,Be3f45843a542,1,2022-08-23,2022-08-23 06:34:52.153173828,2022-08-23 06:35:39.361573205,0.79,0.79,06,Micro-stop (never logged),06,Micro-stop (never logged),False
De3f45843a542-2,Be3f45843a542,1,2022-08-23,2022-08-23 06:35:39.361573206,2022-08-23 06:56:56.914122638,21.29,20.0,01,Changeover / SMED,01,Changeover / SMED,True
Db5a337b514dd-0,Bb5a337b514dd,2,2022-08-23,2022-08-23 02:21:57.650935021,2022-08-23 02:25:05.429292361,3.13,3.13,99,Other,01,Changeover / SMED,True
D9335b2ae3dba-0,B9335b2ae3dba,1,2022-08-23,2022-08-23 07:06:40.000000000,2022-08-23 07:10:38.265449880,3.97,3.97,01,Changeover / SMED,01,Changeover / SMED,True
D9335b2ae3dba-1,B9335b2ae3dba,1,2022-08-23,2022-08-23 07:10:38.265449880,2022-08-23 07:11:53.752564200,1.26,1.26,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D98067d9146e5-0,B98067d9146e5,2,2022-08-23,2022-08-23 02:25:38.566649539,2022-08-23 02:27:40.789060376,2.04,2.04,01,Changeover / SMED,01,Changeover / SMED,False
D1acd7a8ee694-0,B1acd7a8ee694,1,2022-08-23,2022-08-23 07:30:30.641222006,2022-08-23 07:32:15.876705738,1.75,1.75,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D1acd7a8ee694-1,B1acd7a8ee694,1,2022-08-23,2022-08-23 07:32:15.876705738,2022-08-23 07:35:15.876705738,3.0,5.0,01,Changeover / SMED,01,Changeover / SMED,True
