batch_id,production_date,product_id,machine_id,planned_units,loads_used,scheduled_start_ts,scheduled_end_ts,planned_production_minutes,actual_start_ts,actual_end_ts,run_time_minutes,good_units,scrap_units
B2313de4cf439,2022-07-18,9,1,24,0.6667,2022-07-18 10:31:06.132210976,2022-07-18 11:03:15.651171179,32.16,2022-07-18 10:31:06.132210976,2022-07-18 11:03:15.651171179,27.86,21,2
Bc7f969defacd,2022-07-18,8,2,24,0.1111,2022-07-18 02:38:03.338798137,2022-07-18 02:40:55.888084024,2.88,2022-07-18 02:38:03.338798137,2022-07-18 02:40:55.888084024,0.43,3,0
Bf757c1e8d722,2022-07-18,25,1,24,0.5333,2022-07-18 11:03:15.651171180,2022-07-18 11:27:06.292393186,23.84,2022-07-18 11:03:15.651171180,2022-07-18 11:27:06.292393186,3.58,3,0
Bc07e196ba6e2,2022-07-18,14,1,20,0.7407,2022-07-18 11:27:06.292393186,2022-07-18 12:08:56.096314754,41.83,2022-07-18 11:27:06.292393186,2022-07-18 12:08:56.096314754,25.54,11,0
B794c51f43c08,2022-07-18,26,2,20,0.1389,2022-07-18 02:40:55.888084024,2022-07-18 02:44:51.182201671,3.92,2022-07-18 02:40:55.888084024,2022-07-18 02:44:51.182201671,0.59,2,0
Bfc74c9e5f9f6,2022-07-18,18,1,18,0.3333,2022-07-18 12:08:56.096314754,2022-07-18 12:22:16.130884148,13.33,2022-07-18 12:08:56.096314754,2022-07-18 12:22:16.130884148,2.0,2,0
B7183c02bc896,2022-07-18,24,2,18,0.0833,2022-07-18 02:44:51.182201671,2022-07-18 02:47:00.594166086,2.16,2022-07-18 02:44:51.182201671,2022-07-18 02:47:00.594166086,0.32,2,0
Bc866c675326f,2022-07-18,10,1,16,0.5926,2022-07-18 12:22:16.130884149,2022-07-18 12:55:43.974021403,33.46,2022-07-18 12:22:16.130884149,2022-07-18 12:55:43.974021403,24.41,11,1
B669103b7e8cb,2022-07-18,20,3,8,0.0,2022-07-18 02:00:00.000000000,2022-07-18 02:09:24.705882352,9.41,2022-07-18 02:00:00.000000000,2022-07-18 02:09:24.705882352,8.07,6,0
Bbb4201d8ae19,2022-07-19,1,1,600,6.6667,2022-07-19 02:00:00.000000000,2022-07-19 05:55:17.647058823,235.29,2022-07-19 02:00:00.000000000,2022-07-19 05:55:17.647058823,221.04,575,15
B51f7d5ebf41d,2022-07-19,2,2,148,0.5139,2022-07-19 02:00:00.000000000,2022-07-19 02:12:05.490196078,12.09,2022-07-19 02:00:00.000000000,2022-07-19 02:12:05.490196078,10.47,121,9
Beafb3598e23f,2022-07-19,3,2,104,0.4815,2022-07-19 02:12:05.490196078,2022-07-19 02:23:59.218990574,11.9,2022-07-19 02:12:05.490196078,2022-07-19 02:23:59.218990574,4.92,37,3
B99b0200b6b2d,2022-07-19,4,1,92,1.0222,2022-07-19 05:55:17.647058823,2022-07-19 06:31:22.352941175,36.08,2022-07-19 05:55:17.647058823,2022-07-19 06:31:22.352941175,33.08,85,7
B5a5fb9ffc30e,2022-07-19,5,1,72,0.8,2022-07-19 06:31:22.352941176,2022-07-19 06:59:36.470588234,28.24,2022-07-19 06:31:22.352941176,2022-07-19 06:59:36.470588234,9.37,24,2
B0f926ca49711,2022-07-19,6,1,54,0.6,2022-07-19 06:59:36.470588235,2022-07-19 07:22:11.764705882,22.59,2022-07-19 06:59:36.470588235,2022-07-19 07:22:11.764705882,9.69,25,1
B40de47940d70,2022-07-19,17,1,40,0.3704,2022-07-19 07:22:11.764705882,2022-07-19 07:34:23.786331020,12.2,2022-07-19 07:22:11.764705882,2022-07-19 07:34:23.786331020,1.83,6,0
Bbdb1fe00684a,2022-07-19,11,2,30,0.0694,2022-07-19 02:23:59.218990574,2022-07-19 02:25:12.748402338,1.23,2022-07-19 02:23:59.218990574,2022-07-19 02:25:12.748402338,0.18,4,0
B7428c80c58b6,2022-07-19,19,1,28,0.6222,2022-07-19 07:34:23.786331021,2022-07-19 08:02:12.867756694,27.82,2022-07-19 07:34:23.786331021,2022-07-19 08:02:12.867756694,19.26,19,2
B413c64e4b07a,2022-07-19,12,2,26,0.0722,2022-07-19 02:25:12.748402339,2022-07-19 02:27:50.788569192,2.63,2022-07-19 02:25:12.748402339,2022-07-19 02:27:50.788569192,0.4,4,0
B46890c30f80b,2022-07-19,13,1,26,0.963,2022-07-19 08:02:12.867756694,2022-07-19 08:54:19.433544849,52.11,2022-07-19 08:02:12.867756694,2022-07-19 08:54:19.433544849,43.57,21,1
Ba693c534ee38,2022-07-19,9,1,24,0.6667,2022-07-19 08:54:19.433544850,2022-07-19 09:26:28.952505053,32.16,2022-07-19 08:54:19.433544850,2022-07-19 09:26:28.952505053,29.16,23,1
B75035c772df5,2022-07-19,18,1,22,0.4074,2022-07-19 09:26:28.952505053,2022-07-19 09:42:46.772534313,16.3,2022-07-19 09:26:28.952505053,2022-07-19 09:42:46.772534313,7.31,8,1
B55217bc9fffc,2022-07-19,23,2,20,0.0926,2022-07-19 02:27:50.788569193,2022-07-19 02:30:40.723734207,2.83,2022-07-19 02:27:50.788569193,2022-07-19 02:30:40.723734207,0.42,2,0
B431785ab2d10,2022-07-19,22,1,20,0.4444,2022-07-19 09:42:46.772534314,2022-07-19 10:02:38.973552652,19.87,2022-07-19 09:42:46.772534314,2022-07-19 10:02:38.973552652,7.32,7,1
B08dd53ba0d9e,2022-07-19,10,1,20,0.7407,2022-07-19 10:02:38.973552652,2022-07-19 10:44:28.777474220,41.83,2022-07-19 10:02:38.973552652,2022-07-19 10:44:28.777474220,31.77,13,1
B1a71f1181f21,2022-07-19,25,1,20,0.4444,2022-07-19 10:44:28.777474221,2022-07-19 11:04:20.978492559,19.87,2022-07-19 10:44:28.777474221,2022-07-19 11:04:20.978492559,6.7,6,0
B686e2ccc7c22,2022-07-19,16,1,18,0.6667,2022-07-19 11:04:20.978492559,2022-07-19 11:41:59.802021970,37.65,2022-07-19 11:04:20.978492559,2022-07-19 11:41:59.802021970,26.03,13,0
B4de3d8e61ff7,2022-07-19,7,1,18,0.6667,2022-07-19 11:41:59.802021971,2022-07-19 12:18:04.347567616,36.08,2022-07-19 11:41:59.802021971,2022-07-19 12:18:04.347567616,29.34,14,0
B77f0abb58dab,2022-07-19,21,2,16,0.0741,2022-07-19 02:30:40.723734207,2022-07-19 02:32:35.756591465,1.92,2022-07-19 02:30:40.723734207,2022-07-19 02:32:35.756591465,0.29,2,0
B9d05d32ab3e0,2022-07-19,14,1,10,0.3704,2022-07-19 12:18:04.347567617,2022-07-19 12:38:59.249528401,20.92,2022-07-19 12:18:04.347567617,2022-07-19 12:38:59.249528401,9.41,4,0
B545bcb3ba05e,2022-07-19,26,2,8,0.0556,2022-07-19 02:32:35.756591465,2022-07-19 02:34:09.874238523,1.57,2022-07-19 02:32:35.756591465,2022-07-19 02:34:09.874238523,0.24,1,0
B7df64e791fe7,2022-07-19,20,3,6,0.0,2022-07-19 02:00:00.000000000,2022-07-19 02:07:03.529411764,7.06,2022-07-19 02:00:00.000000000,2022-07-19 02:07:03.529411764,6.52,5,0
Be501e72f81e2,2022-07-20,1,1,512,5.6889,2022-07-20 02:00:00.000000000,2022-07-20 05:20:47.058823529,200.78,2022-07-20 02:00:00.000000000,2022-07-20 05:20:47.058823529,188.3,444,33
B85884fea86cd,2022-07-20,3,2,132,0.6111,2022-07-20 02:00:00.000000000,2022-07-20 02:15:05.886546860,15.1,2022-07-20 02:00:00.000000000,2022-07-20 02:15:05.886546860,15.1,127,10
B8ed43eaa62bd,2022-07-20,2,2,106,0.3681,2022-07-20 02:15:05.886546860,2022-07-20 02:23:45.494389997,8.66,2022-07-20 02:15:05.886546860,2022-07-20 02:23:45.494389997,1.3,13,1
Bf0d8b288349e,2022-07-20,5,1,94,1.0444,2022-07-20 05:20:47.058823529,2022-07-20 05:57:38.823529411,36.86,2022-07-20 05:20:47.058823529,2022-07-20 05:57:38.823529411,24.12,64,2
Bd0f9321ed704,2022-07-20,4,1,72,0.8,2022-07-20 05:57:38.823529411,2022-07-20 06:25:52.941176469,28.24,2022-07-20 05:57:38.823529411,2022-07-20 06:25:52.941176469,17.24,44,3
B81ee2f8eb626,2022-07-20,15,1,46,0.3932,2022-07-20 06:25:52.941176470,2022-07-20 06:38:50.028366497,12.95,2022-07-20 06:25:52.941176470,2022-07-20 06:38:50.028366497,4.74,15,1
B89fb985fd954,2022-07-20,6,1,36,0.4,2022-07-20 06:38:50.028366497,2022-07-20 06:53:53.557778261,15.06,2022-07-20 06:38:50.028366497,2022-07-20 06:53:53.557778261,3.02,7,0
Be8d3e23568f9,2022-07-20,7,1,30,1.1111,2022-07-20 06:53:53.557778262,2022-07-20 07:54:01.133687671,60.13,2022-07-20 06:53:53.557778262,2022-07-20 07:54:01.133687671,51.36,25,2
Bf635ffd0d152,2022-07-20,11,2,28,0.0648,2022-07-20 02:23:45.494389997,2022-07-20 02:24:54.121840977,1.14,2022-07-20 02:23:45.494389997,2022-07-20 02:24:54.121840977,0.17,4,0
Bde99be8dcf59,2022-07-20,8,2,26,0.1204,2022-07-20 02:24:54.121840978,2022-07-20 02:28:01.050234022,3.12,2022-07-20 02:24:54.121840978,2022-07-20 02:28:01.050234022,0.47,3,0
B70141e99a027,2022-07-20,18,1,24,0.4444,2022-07-20 07:54:01.133687672,2022-07-20 08:11:47.846446865,17.78,2022-07-20 07:54:01.133687672,2022-07-20 08:11:47.846446865,9.2,13,0
Bbc1d4aaa1f6b,2022-07-20,9,1,22,0.6111,2022-07-20 08:11:47.846446865,2022-07-20 08:41:16.572160385,29.48,2022-07-20 08:11:47.846446865,2022-07-20 08:41:16.572160385,15.42,11,1
B7838bae035c2,2022-07-20,13,1,22,0.8148,2022-07-20 08:41:16.572160385,2022-07-20 09:25:22.127827285,44.09,2022-07-20 08:41:16.572160385,2022-07-20 09:25:22.127827285,38.04,19,1
Bc7db0ee30fd0,2022-07-20,27,2,20,0.0926,2022-07-20 02:28:01.050234022,2022-07-20 02:30:24.841305595,2.4,2022-07-20 02:28:01.050234022,2022-07-20 02:30:24.841305595,0.36,3,0
Ba86a9d82d400,2022-07-20,10,1,20,0.7407,2022-07-20 09:25:22.127827286,2022-07-20 10:07:11.931748854,41.83,2022-07-20 09:25:22.127827286,2022-07-20 10:07:11.931748854,34.6,16,1
B05492c08afbb,2022-07-20,24,2,18,0.0833,2022-07-20 02:30:24.841305595,2022-07-20 02:32:34.253270010,2.16,2022-07-20 02:30:24.841305595,2022-07-20 02:32:34.253270010,0.32,2,0
Bedd9d641ca93,2022-07-20,25,1,18,0.4,2022-07-20 10:07:11.931748854,2022-07-20 10:25:04.912665358,17.88,2022-07-20 10:07:11.931748854,2022-07-20 10:25:04.912665358,4.75,4,0
B24033b7f9646,2022-07-20,19,1,16,0.3556,2022-07-20 10:25:04.912665359,2022-07-20 10:40:58.673480029,15.9,2022-07-20 10:25:04.912665359,2022-07-20 10:40:58.673480029,11.44,10,1
B8715cb4fd0f1,2022-07-20,14,1,16,0.5926,2022-07-20 10:40:58.673480030,2022-07-20 11:14:26.516617284,33.46,2022-07-20 10:40:58.673480030,2022-07-20 11:14:26.516617284,19.95,9,0
Bcd2c02fd1d97,2022-07-20,16,1,14,0.5185,2022-07-20 11:14:26.516617285,2022-07-20 11:43:43.379362383,29.28,2022-07-20 11:14:26.516617285,2022-07-20 11:43:43.379362383,21.09,11,0
Bddbff57ae4f4,2022-07-20,20,3,8,0.0,2022-07-20 02:00:00.000000000,2022-07-20 02:09:24.705882352,9.41,2022-07-20 02:00:00.000000000,2022-07-20 02:09:24.705882352,9.41,7,0
Bd2263ad452a6,2022-07-21,1,1,616,6.8444,2022-07-21 02:00:00.000000000,2022-07-21 06:01:34.117647058,241.57,2022-07-21 02:00:00.000000000,2022-07-21 06:01:34.117647058,235.61,643,15
B7a60645c3993,2022-07-21,3,2,136,0.6296,2022-07-21 02:00:00.000000000,2022-07-21 02:15:33.337654340,15.56,2022-07-21 02:00:00.000000000,2022-07-21 02:15:33.337654340,15.23,129,9
B967cf7dddde2,2022-07-21,2,2,128,0.4444,2022-07-21 02:15:33.337654340,2022-07-21 02:26:00.788634732,10.46,2022-07-21 02:15:33.337654340,2022-07-21 02:26:00.788634732,4.7,53,4
Be49ca13d450a,2022-07-21,4,1,118,1.3111,2022-07-21 06:01:34.117647058,2022-07-21 06:47:50.588235293,46.27,2022-07-21 06:01:34.117647058,2022-07-21 06:47:50.588235293,36.88,96,6
B5444af88b815,2022-07-21,5,1,80,0.8889,2022-07-21 06:47:50.588235294,2022-07-21 07:19:12.941176470,31.37,2022-07-21 06:47:50.588235294,2022-07-21 07:19:12.941176470,19.95,47,4
B4aac8a1f4cc2,2022-07-21,6,1,40,0.4444,2022-07-21 07:19:12.941176470,2022-07-21 07:35:56.862745097,16.73,2022-07-21 07:19:12.941176470,2022-07-21 07:35:56.862745097,2.51,6,0
Bcf7ddfdcc9ff,2022-07-21,8,2,38,0.1759,2022-07-21 02:26:00.788634733,2022-07-21 02:30:33.991670721,4.55,2022-07-21 02:26:00.788634733,2022-07-21 02:30:33.991670721,0.68,5,1
B278a7662b886,2022-07-21,13,1,30,1.1111,2022-07-21 07:35:56.862745098,2022-07-21 08:36:04.438654507,60.13,2022-07-21 07:35:56.862745098,2022-07-21 08:36:04.438654507,39.47,18,1
Bf73d416c7780,2022-07-21,23,2,28,0.1296,2022-07-21 02:30:33.991670721,2022-07-21 02:34:31.900901740,3.97,2022-07-21 02:30:33.991670721,2022-07-21 02:34:31.900901740,0.59,4,0
Bd00e6ff5dcb8,2022-07-21,11,2,26,0.0602,2022-07-21 02:34:31.900901741,2022-07-21 02:35:35.626391937,1.06,2022-07-21 02:34:31.900901741,2022-07-21 02:35:35.626391937,0.16,3,0
B3cbb7469a4a7,2022-07-21,12,2,24,0.0667,2022-07-21 02:35:35.626391937,2022-07-21 02:38:01.509622879,2.43,2022-07-21 02:35:35.626391937,2022-07-21 02:38:01.509622879,0.36,3,0
B7d032635c1ae,2022-07-21,26,2,22,0.1528,2022-07-21 02:38:01.509622879,2022-07-21 02:42:20.333152290,4.31,2022-07-21 02:38:01.509622879,2022-07-21 02:42:20.333152290,0.65,3,0
B19772359af16,2022-07-21,14,1,20,0.7407,2022-07-21 08:36:04.438654507,2022-07-21 09:17:54.242576075,41.83,2022-07-21 08:36:04.438654507,2022-07-21 09:17:54.242576075,31.62,14,1
Bf3dcd4a759bf,2022-07-21,7,1,18,0.6667,2022-07-21 09:17:54.242576076,2022-07-21 09:53:58.788121721,36.08,2022-07-21 09:17:54.242576076,2022-07-21 09:53:58.788121721,25.52,11,1
Bc09ec4e473f3,2022-07-21,21,2,16,0.0741,2022-07-21 02:42:20.333152291,2022-07-21 02:44:15.366009549,1.92,2022-07-21 02:42:20.333152291,2022-07-21 02:44:15.366009549,0.29,2,0
B9c3bfaa2d244,2022-07-21,10,1,14,0.5185,2022-07-21 09:53:58.788121722,2022-07-21 10:23:15.650866820,29.28,2022-07-21 09:53:58.788121722,2022-07-21 10:23:15.650866820,15.18,7,0
Bb9a5e7892dbc,2022-07-21,16,1,10,0.3704,2022-07-21 10:23:15.650866820,2022-07-21 10:44:10.552827604,20.92,2022-07-21 10:23:15.650866820,2022-07-21 10:44:10.552827604,8.72,4,0
Be6a6c6fe76c1,2022-07-21,20,3,8,0.0,2022-07-21 02:00:00.000000000,2022-07-21 02:09:24.705882352,9.41,2022-07-21 02:00:00.000000000,2022-07-21 02:09:24.705882352,9.41,7,0
B80042d880704,2022-07-22,1,1,582,6.4667,2022-07-22 02:00:00.000000000,2022-07-22 05:48:14.117647058,228.24,2022-07-22 02:00:00.000000000,2022-07-22 05:48:14.117647058,219.12,520,26
B88a1f98839cc,2022-07-22,2,2,182,0.6319,2022-07-22 02:00:00.000000000,2022-07-22 02:14:52.156862745,14.87,2022-07-22 02:00:00.000000000,2022-07-22 02:14:52.156862745,14.0,172,13
B5bc9076a0629,2022-07-22,3,2,134,0.6204,2022-07-22 02:14:52.156862745,2022-07-22 02:30:11.768963345,15.33,2022-07-22 02:14:52.156862745,2022-07-22 02:30:11.768963345,4.36,39,3
Bb872cc529cea,2022-07-22,4,1,118,1.3111,2022-07-22 05:48:14.117647058,2022-07-22 06:34:30.588235293,46.27,2022-07-22 05:48:14.117647058,2022-07-22 06:34:30.588235293,35.7,88,4
B39fda8953f5d,2022-07-22,5,1,76,0.8444,2022-07-22 06:34:30.588235294,2022-07-22 07:04:18.823529411,29.8,2022-07-22 06:34:30.588235294,2022-07-22 07:04:18.823529411,21.4,52,2
B514e24286b3b,2022-07-22,17,1,46,0.4259,2022-07-22 07:04:18.823529411,2022-07-22 07:18:20.648398320,14.03,2022-07-22 07:04:18.823529411,2022-07-22 07:18:20.648398320,4.33,13,1
B8a84f6b02e64,2022-07-22,6,1,38,0.4222,2022-07-22 07:18:20.648398321,2022-07-22 07:34:14.373888517,15.9,2022-07-22 07:18:20.648398321,2022-07-22 07:34:14.373888517,12.9,29,1
B74cdab2fd7d8,2022-07-22,11,2,32,0.0741,2022-07-22 02:30:11.768963345,2022-07-22 02:31:30.200335894,1.31,2022-07-22 02:30:11.768963345,2022-07-22 02:31:30.200335894,0.2,4,0
B8ea1752f2e13,2022-07-22,18,1,32,0.5926,2022-07-22 07:34:14.373888517,2022-07-22 07:57:56.657567441,23.7,2022-07-22 07:34:14.373888517,2022-07-22 07:57:56.657567441,6.17,8,1
B093f761ad0a6,2022-07-22,13,1,30,1.1111,2022-07-22 07:57:56.657567441,2022-07-22 08:58:04.233476850,60.13,2022-07-22 07:57:56.657567441,2022-07-22 08:58:04.233476850,42.12,20,1
Bbfb310a1073f,2022-07-22,24,2,24,0.1111,2022-07-22 02:31:30.200335894,2022-07-22 02:34:22.749621781,2.88,2022-07-22 02:31:30.200335894,2022-07-22 02:34:22.749621781,0.43,3,0
B37a2e3111373,2022-07-22,7,1,24,0.8889,2022-07-22 08:58:04.233476851,2022-07-22 09:46:10.294204378,48.1,2022-07-22 08:58:04.233476851,2022-07-22 09:46:10.294204378,31.79,15,1
B5664f25de415,2022-07-22,19,1,20,0.4444,2022-07-22 09:46:10.294204379,2022-07-22 10:06:02.495222717,19.87,2022-07-22 09:46:10.294204379,2022-07-22 10:06:02.495222717,16.87,16,1
Bc67dd76901e5,2022-07-22,20,3,20,0.0,2022-07-22 02:00:00.000000000,2022-07-22 02:23:31.764705882,23.53,2022-07-22 02:00:00.000000000,2022-07-22 02:23:31.764705882,21.23,17,0
Bc100f4affa20,2022-07-22,27,2,20,0.0926,2022-07-22 02:34:22.749621782,2022-07-22 02:36:46.540693355,2.4,2022-07-22 02:34:22.749621782,2022-07-22 02:36:46.540693355,0.36,2,0
B505967b3fbd4,2022-07-22,9,1,20,0.5556,2022-07-22 10:06:02.495222717,2022-07-22 10:32:50.427689553,26.8,2022-07-22 10:06:02.495222717,2022-07-22 10:32:50.427689553,22.0,16,0
Be9a27bbd43e6,2022-07-22,10,1,20,0.7407,2022-07-22 10:32:50.427689554,2022-07-22 11:14:40.231611122,41.83,2022-07-22 10:32:50.427689554,2022-07-22 11:14:40.231611122,28.06,13,1
Bc9c9704c3816,2022-07-22,14,1,18,0.6667,2022-07-22 11:14:40.231611122,2022-07-22 11:52:19.055140533,37.65,2022-07-22 11:14:40.231611122,2022-07-22 11:52:19.055140533,9.7,4,0
B5cfb11f7cda5,2022-07-22,26,2,18,0.125,2022-07-22 02:36:46.540693355,2022-07-22 02:40:18.305399237,3.53,2022-07-22 02:36:46.540693355,2022-07-22 02:40:18.305399237,0.53,2,0
B70fd7231f0ee,2022-07-22,25,1,16,0.3556,2022-07-22 11:52:19.055140534,2022-07-22 12:08:12.815955204,15.9,2022-07-22 11:52:19.055140534,2022-07-22 12:08:12.815955204,8.55,7,0
B5b2ba4188809,2022-07-22,21,2,14,0.0648,2022-07-22 02:40:18.305399237,2022-07-22 02:41:58.959149338,1.68,2022-07-22 02:40:18.305399237,2022-07-22 02:41:58.959149338,0.25,2,0
B033e1cdcecc5,2022-07-22,16,1,14,0.5185,2022-07-22 12:08:12.815955205,2022-07-22 12:37:29.678700303,29.28,2022-07-22 12:08:12.815955205,2022-07-22 12:37:29.678700303,19.95,9,1
B12d7aea114bc,2022-07-22,23,2,12,0.0556,2022-07-22 02:41:58.959149338,2022-07-22 02:43:40.920248346,1.7,2022-07-22 02:41:58.959149338,2022-07-22 02:43:40.920248346,0.25,1,0
Bb72cc1646360,2022-07-23,1,1,1722,19.1333,2022-07-23 02:00:00.000000000,2022-07-23 13:15:17.647058823,675.29,2022-07-23 02:00:00.000000000,2022-07-23 13:15:17.647058823,614.22,1393,80
Be01e5b0bcdce,2022-07-23,2,2,538,1.8681,2022-07-23 02:00:00.000000000,2022-07-23 02:43:57.254901960,43.95,2022-07-23 02:00:00.000000000,2022-07-23 02:43:57.254901960,40.58,519,12
B22e70b0d4cc1,2022-07-23,3,2,368,1.7037,2022-07-23 02:43:57.254901960,2022-07-23 03:26:02.756790176,42.09,2022-07-23 02:43:57.254901960,2022-07-23 03:26:02.756790176,35.51,295,15
B51b2b7115f9c,2022-07-23,4,1,340,3.7778,2022-07-23 13:15:17.647058823,2022-07-23 15:28:37.647058823,133.33,2022-07-23 13:15:17.647058823,2022-07-23 15:28:37.647058823,117.92,290,14
B1301b9ea2884,2022-07-23,5,1,334,3.7111,2022-07-23 15:28:37.647058823,2022-07-23 17:39:36.470588234,130.98,2022-07-23 15:28:37.647058823,2022-07-23 17:39:36.470588234,84.74,228,11
B97110de0b7a8,2022-07-23,22,1,136,3.0222,2022-07-23 17:39:36.470588235,2022-07-23 19:54:43.437512935,135.12,2022-07-23 17:39:36.470588235,2022-07-23 19:54:43.437512935,115.14,110,7
B77aced11911a,2022-07-23,8,2,84,0.3889,2022-07-23 03:26:02.756790177,2022-07-23 03:36:06.679290783,10.07,2022-07-23 03:26:02.756790177,2022-07-23 03:36:06.679290783,1.51,13,1
B8b838213184d,2022-07-23,6,1,82,0.9111,2022-07-23 19:54:43.437512936,2022-07-23 20:29:01.476728622,34.3,2022-07-23 19:54:43.437512936,2022-07-23 20:29:01.476728622,25.87,60,5
B76bb99fc119c,2022-07-23,15,1,80,0.6838,2022-07-23 20:29:01.476728622,2022-07-23 20:51:32.932711278,22.52,2022-07-23 20:29:01.476728622,2022-07-23 20:51:32.932711278,10.38,35,1
Bfe417d4d1e4f,2022-07-23,13,1,64,2.3704,2022-07-23 20:51:32.932711278,2022-07-23 22:59:49.094651352,128.27,2022-07-23 20:51:32.932711278,2022-07-23 22:59:49.094651352,114.16,52,3
Bae5053a36278,2022-07-23,12,2,64,0.1778,2022-07-23 03:36:06.679290784,2022-07-23 03:42:35.701239962,6.48,2022-07-23 03:36:06.679290784,2022-07-23 03:42:35.701239962,0.97,8,1
B5a7da057a8d5,2022-07-23,9,1,60,1.6667,2022-07-23 22:59:49.094651352,2022-07-24 00:20:12.892051861,80.4,2022-07-23 22:59:49.094651352,2022-07-24 00:20:12.892051861,69.27,53,4
Babcb307abe5c,2022-07-23,7,1,56,2.0741,2022-07-24 00:20:12.892051862,2022-07-24 02:12:27.033749426,112.24,2022-07-24 00:20:12.892051862,2022-07-24 02:12:27.033749426,104.41,49,2
Bd2b26a194d04,2022-07-23,10,1,54,2.0,2022-07-24 02:12:27.033749427,2022-07-24 04:05:23.504337662,112.94,2022-07-24 02:12:27.033749427,2022-07-24 04:05:23.504337662,98.82,50,2
B993a2a3542a4,2022-07-23,14,1,42,1.5556,2022-07-24 04:05:23.504337662,2022-07-24 05:33:14.092572956,87.84,2022-07-24 04:05:23.504337662,2022-07-24 05:33:14.092572956,79.3,37,1
B162daffb886f,2022-07-23,23,2,40,0.1852,2022-07-23 03:42:35.701239963,2022-07-23 03:48:15.571569991,5.66,2022-07-23 03:42:35.701239963,2022-07-23 03:48:15.571569991,0.85,5,0
Bbe7ae57f5af1,2022-07-23,18,1,38,0.7037,2022-07-24 05:33:14.092572956,2022-07-24 06:01:23.054441678,28.15,2022-07-24 05:33:14.092572956,2022-07-24 06:01:23.054441678,21.44,28,2
Bed61e6174df7,2022-07-23,11,2,38,0.088,2022-07-23 03:48:15.571569991,2022-07-23 03:49:48.708824892,1.55,2022-07-23 03:48:15.571569991,2022-07-23 03:49:48.708824892,0.23,5,0
B366ba379f930,2022-07-23,21,2,36,0.1667,2022-07-23 03:49:48.708824893,2022-07-23 03:54:07.532753724,4.31,2022-07-23 03:49:48.708824893,2022-07-23 03:54:07.532753724,0.65,5,0
B9e64b49bf269,2022-07-23,16,1,32,1.1852,2022-07-24 06:01:23.054441679,2022-07-24 07:08:18.740716188,66.93,2022-07-24 06:01:23.054441679,2022-07-24 07:08:18.740716188,46.81,21,1
B723dfa234c82,2022-07-23,19,1,32,0.7111,2022-07-24 07:08:18.740716188,2022-07-24 07:40:06.262345529,31.79,2022-07-24 07:08:18.740716188,2022-07-24 07:40:06.262345529,26.26,24,1
B98b28de11c4f,2022-07-23,25,1,30,0.6667,2022-07-24 07:40:06.262345530,2022-07-24 08:09:54.563873037,29.81,2022-07-24 07:40:06.262345530,2022-07-24 08:09:54.563873037,19.13,18,1
Bbd9a6c8db90f,2022-07-23,24,2,20,0.0926,2022-07-23 03:54:07.532753724,2022-07-23 03:56:31.323825297,2.4,2022-07-23 03:54:07.532753724,2022-07-23 03:56:31.323825297,0.36,2,0
B5352d85595a0,2022-07-23,20,3,16,0.0,2022-07-23 02:00:00.000000000,2022-07-23 02:18:49.411764705,18.82,2022-07-23 02:00:00.000000000,2022-07-23 02:18:49.411764705,18.82,15,1
Bdfa33d416e12,2022-07-23,27,2,14,0.0648,2022-07-23 03:56:31.323825297,2022-07-23 03:58:11.977575398,1.68,2022-07-23 03:56:31.323825297,2022-07-23 03:58:11.977575398,0.25,2,0
B8939ea44fac1,2022-07-23,26,2,10,0.0694,2022-07-23 03:58:11.977575398,2022-07-23 04:00:09.624634221,1.96,2022-07-23 03:58:11.977575398,2022-07-23 04:00:09.624634221,0.29,1,0
Bdf11bd522ea2,2022-07-25,1,1,792,8.8,2022-07-25 02:00:00.000000000,2022-07-25 07:10:35.294117647,310.59,2022-07-25 02:00:00.000000000,2022-07-25 07:10:35.294117647,298.06,777,44
B571fbc56b60b,2022-07-25,2,2,192,0.6667,2022-07-25 02:00:00.000000000,2022-07-25 02:15:41.176470588,15.69,2022-07-25 02:00:00.000000000,2022-07-25 02:15:41.176470588,14.5,167,15
Ba1293d9ca411,2022-07-25,3,2,152,0.7037,2022-07-25 02:15:41.176470588,2022-07-25 02:33:04.318554851,17.39,2022-07-25 02:15:41.176470588,2022-07-25 02:33:04.318554851,2.61,22,1
B6a35597bd079,2022-07-25,5,1,130,1.4444,2022-07-25 07:10:35.294117647,2022-07-25 08:01:34.117647058,50.98,2022-07-25 07:10:35.294117647,2022-07-25 08:01:34.117647058,39.4,108,5
B4e4d8317252b,2022-07-25,4,1,120,1.3333,2022-07-25 08:01:34.117647058,2022-07-25 08:48:37.647058822,47.06,2022-07-25 08:01:34.117647058,2022-07-25 08:48:37.647058822,35.78,87,7
Bac57266a06af,2022-07-25,17,1,52,0.4815,2022-07-25 08:48:37.647058823,2022-07-25 09:04:29.275171503,15.86,2022-07-25 08:48:37.647058823,2022-07-25 09:04:29.275171503,7.32,24,1
B3cd6520cdc99,2022-07-25,6,1,40,0.4444,2022-07-25 09:04:29.275171504,2022-07-25 09:21:13.196740131,16.73,2022-07-25 09:04:29.275171504,2022-07-25 09:21:13.196740131,11.63,28,1
B0103b00b0db9,2022-07-25,23,2,34,0.1574,2022-07-25 02:33:04.318554851,2022-07-25 02:37:53.208335375,4.81,2022-07-25 02:33:04.318554851,2022-07-25 02:37:53.208335375,0.72,5,0
